Date,Latitude,Longitude,Leaf_Wetness,Elevation,Drought,Precipitation,Relative_Humidity,Soil_Moisture,Solar_Power,Wind_Speed,Temperature,isFire
2014-03-05T00:00:00Z,41.8,-122.2,0,1904,4,3.17,59.3,1.325,173.6,17.5,4,0
2016-10-16T00:00:00Z,38.1,-121,0,90,-4,2.57,44.1,0.026,53.6,22.2,22.4,0
2021-01-07T00:00:00Z,40.6,-121.4,1,1807,-4,0.27,81.6,0.893,45.4,24.4,6.4,0
2021-04-26T00:00:00Z,40.2,-120.9,1,1841,1,0.68,97,0.788,118.7,37.8,1.4,0
2015-04-09T00:00:00Z,41.7,-119.3,0,1826,-2,4.04,55.8,0.373,8.9,30.1,2.3,0
2019-02-21T00:00:00Z,38.5,-122.6,0,508,4,0,44.6,1.163,240.9,30.9,6.9,0
2020-09-22T00:00:00Z,37.3,-120.2,0,97,-4,0,14.8,0,268.6,7,32.9,0
2014-10-19T00:00:00Z,36.7,-120.7,0,233,-4,0,33.1,0,180,10,21.6,0
2019-11-18T00:00:00Z,36.1,-118.7,0,1700,-4,0,31.2,0.054,101.4,4.9,16.9,0
2016-12-17T00:00:00Z,36.5,-121,0,784,0,10.07,74.2,0.61,101.7,43.3,9.7,0
2020-04-22T00:00:00Z,37.8,-119.8,0,1648,4,9.43,67.1,1.319,262.3,8.1,10.1,0
2019-05-21T00:00:00Z,36.1,-119.5,0,66,-3,2.87,37.1,0.143,358.4,10.5,17.9,0
2016-10-20T00:00:00Z,40.3,-119.2,0,1405,-4,0,43.3,0,161.1,10,11,0
2016-12-18T00:00:00Z,39,-121.9,0,7,3,5.9,48.9,1.129,113.3,27.8,10.8,0
2015-01-11T00:00:00Z,37.6,-120.7,0,56,2,0,69.2,0.815,102.5,5.6,14.9,0
2018-09-08T00:00:00Z,39.9,-122.9,0,1439,-4,0,17,0.028,373.2,9.8,25.1,0
2018-02-12T00:00:00Z,38.2,-121.7,0,-2,-4,0,61.6,0.345,172.7,33.2,18.5,0
2019-01-23T00:00:00Z,37.8,-119.4,0,2831,-4,0,24.9,0.081,227.1,30.2,1.6,0
2019-06-26T00:00:00Z,41.3,-121.8,0,1419,-1,0,23.5,0.505,419.7,18.9,21.8,0
2019-01-06T00:00:00Z,40.6,-122.2,1,180,2,4.43,96.4,1.119,0.8,6.9,10.3,0
2019-12-10T00:00:00Z,38.5,-120.6,1,904,3,0,83.5,1.521,94.1,8.6,9.1,0
2019-04-16T00:00:00Z,36.1,-118.5,0,2112,4,0,75.9,1.329,230,14.7,8.2,0
2018-06-07T00:00:00Z,36.3,-120.7,0,889,-4,0,27.1,0.113,429.5,8.8,24.2,0
2018-07-13T00:00:00Z,36.5,-118.3,0,3367,0,0,85.3,0.441,121.5,5.9,11.6,0
2014-02-15T00:00:00Z,39.1,-122.1,0,24,2,0,56.4,0.851,164.1,17.2,19,0
2020-12-23T00:00:00Z,40.4,-122.2,0,124,-4,1.26,37.5,0.882,109.6,20.9,13,0
2015-07-08T00:00:00Z,39.2,-121.6,0,19,-4,0,25,0.019,380.4,18.8,32.5,0
2014-07-04T00:00:00Z,40.4,-120.4,0,1440,-4,0,9.8,0.134,456,14.8,29,0
2019-10-22T00:00:00Z,41.5,-119.9,0,2031,-2,0,57.2,0.359,150.2,34.2,8.1,0
2020-08-03T00:00:00Z,38.4,-120.4,0,1216,-4,3.4,14.1,0.071,428.1,9.6,27,0
2017-10-16T00:00:00Z,37.7,-120.8,0,57,-4,0,23.9,0.023,193.8,5.3,26.3,0
2018-09-03T00:00:00Z,36.4,-119.9,0,62,-4,0.43,17.8,0,316.4,11.8,35.6,0
2021-02-03T00:00:00Z,36,-118.8,0,1030,-1,0,64.8,0.92,209.1,6,13.9,0
2019-11-13T00:00:00Z,37.6,-119.5,0,2854,-4,0,25.7,0.097,23.6,6.6,9.6,0
2017-05-04T00:00:00Z,40.5,-119.4,0,1293,-2,0,19,0.194,388.4,11.6,23.8,0
2021-08-13T00:00:00Z,36.4,-120.5,0,412,-4,1.43,16.1,0,377.6,11.9,36.1,0
2016-05-02T00:00:00Z,36.9,-119.6,0,160,0,0,19.6,0.336,336.2,10.7,24.9,0
2018-04-20T00:00:00Z,38.7,-120.3,0,1798,4,0,56,1.203,285.1,13.9,3.6,0
2018-02-21T00:00:00Z,37.4,-119.2,0,2201,-2,0,57.9,0.824,245.7,10.6,-7.7,0
2019-08-17T00:00:00Z,38.9,-120.1,0,2780,-1,0,30.1,0.135,426.8,17,16.2,0
2014-06-22T00:00:00Z,37.6,-118.7,0,2160,-4,0,11.6,0,272.6,12,19.4,0
2014-08-26T00:00:00Z,37.5,-119.9,0,799,-3,0,36.3,0.127,334.2,10.5,25.2,0
2015-10-11T00:00:00Z,38.1,-120.4,0,641,-4,0,31.3,0.092,198.6,10.7,26.9,0
2018-04-25T00:00:00Z,37.5,-118.9,0,3190,-3,0,50.1,0.713,411.5,9.1,5.1,0
2015-03-22T00:00:00Z,39.7,-121,0,1703,2,0,42.6,0.803,304.1,24.9,8.3,0
2018-03-09T00:00:00Z,40.8,-122.3,0,326,4,3.43,68.1,0.86,85.2,14.9,13.7,0
2019-08-08T00:00:00Z,40.2,-120.7,0,2035,-2,0,26.6,0.197,350,20.7,21.6,0
2018-12-03T00:00:00Z,37.9,-119.2,0,3232,-4,0,44,0,12.5,30.6,-10.8,0
2017-02-16T00:00:00Z,38.2,-121.6,0,-4,4,0.37,75.2,0.841,153.1,15.8,16.9,0
2021-04-07T00:00:00Z,40.8,-119.8,0,1451,-3,0,18.6,0.298,393.6,10.7,13.2,0
2020-06-25T00:00:00Z,38.2,-120.6,0,422,-2,0,28,0.331,409.5,10.8,32.5,0
2017-06-16T00:00:00Z,40.8,-121.3,0,1671,-3,0,50,0.428,414.6,20.8,17.6,0
2015-02-10T00:00:00Z,37.2,-120,0,144,3,20.56,53.5,1.075,237.2,20,20.1,0
2021-08-21T00:00:00Z,40.6,-121.9,0,698,-4,0,15.3,0.057,407,16,29.3,0
2016-05-02T00:00:00Z,39.8,-120.9,0,1868,4,2.07,33.9,1.121,363.5,37.4,10.3,0
2021-09-23T00:00:00Z,39.5,-120.3,0,2171,-4,0,38,0.078,208.5,19.6,17.7,0
2021-05-18T00:00:00Z,36.9,-119.8,0,114,-4,0,25.4,0.033,379.5,14.3,26.8,0
2020-12-13T00:00:00Z,36.2,-119.7,1,63,-4,3.37,78.8,0,73.8,12.2,12.9,0
2015-08-24T00:00:00Z,40.8,-120,0,1721,-4,0,14.8,0.142,324.7,14.1,25.8,0
2014-09-15T00:00:00Z,39.1,-122.7,0,500,-4,0,20.3,0.094,323.7,9.7,31.9,0
2014-10-13T00:00:00Z,39,-122.4,0,536,-4,0,7,0.043,217,34.4,26.5,0
2019-11-16T00:00:00Z,41.9,-121.9,0,1290,-4,0,69.6,0.272,87.5,15.8,12.9,0
2020-02-03T00:00:00Z,40.9,-120.8,0,1736,1,0,41.1,1.064,220.2,31.6,12.1,0
2014-12-06T00:00:00Z,36,-120.9,1,129,2,0.85,86.6,0.826,22.6,13.1,15.8,0
2021-08-02T00:00:00Z,41.6,-121.7,0,1825,-2,6.39,19.1,0.185,410.2,12.8,23.8,0
2019-06-20T00:00:00Z,36.6,-119.5,0,105,-3,0.17,17.8,0.145,371.7,10.9,36.8,0
2016-09-07T00:00:00Z,41.6,-119.4,0,1739,-3,0,26.5,0.15,265.1,14.3,17.7,0
2018-02-20T00:00:00Z,39,-120.7,0,1046,4,1.1,53.9,0.816,204.3,14,2.1,0
2017-06-15T00:00:00Z,37.2,-119.6,0,474,-3,0,27.6,0.107,412.6,8.3,27.3,0
2020-07-28T00:00:00Z,38.8,-122,0,85,-4,0,13.8,0,419.2,12.5,37.8,0
2015-11-07T00:00:00Z,36.9,-121.3,0,458,-2,0,38.7,0.293,131.1,8.9,13.4,0
2017-09-23T00:00:00Z,37.5,-119.7,0,1686,-4,0.8,59.8,0.095,187.9,7.8,6.3,0
2014-03-11T00:00:00Z,41.7,-121.8,0,1367,4,22.79,47.9,1.602,342.8,23.8,7,0
2019-07-27T00:00:00Z,39.9,-123,0,932,-4,0,18,0.121,462.7,8.2,30.8,0
2016-02-17T00:00:00Z,38.8,-120.8,0,727,4,0,40.5,0.934,208.3,9.1,19.9,0
2020-01-22T00:00:00Z,38.7,-122.7,1,564,3,4.53,100,1.456,5.8,28.1,8.4,0
2014-02-24T00:00:00Z,37,-119.2,0,1349,-4,0,57.2,0.823,281,4.7,10.9,0
2018-06-05T00:00:00Z,38,-122.3,0,81,-4,0,27.3,0.061,449.6,22.8,26.8,0
2015-01-04T00:00:00Z,41.3,-120.5,0,1351,1,0,55.5,0.854,80.3,3.8,6.1,0
2021-03-21T00:00:00Z,38,-122.1,0,29,-4,0,49.6,0.444,329.5,21.4,13.2,0
2019-06-21T00:00:00Z,39,-121.2,0,309,-4,1.1,26.2,0.394,434.4,19.3,33.7,0
2017-01-15T00:00:00Z,41.9,-120.4,0,1434,-4,0,71.3,-666,147.1,13.3,-1.3,0
2014-03-04T00:00:00Z,36,-119.5,0,60,1,0,52.2,0.34,197,7.1,16.9,0
2017-08-20T00:00:00Z,41,-120.2,0,1809,-4,0,15.3,0.263,326.9,17,26.9,0
2017-06-17T00:00:00Z,36.3,-118.5,0,2229,4,0,30.8,0.514,366.4,7.6,21.5,0
2017-08-23T00:00:00Z,38.2,-122.1,0,0,-2,0,41.4,0.091,387.8,23,27.7,0
2019-07-28T00:00:00Z,38.3,-122,0,243,-3,1.03,21.2,0.01,433.1,14.8,33.6,0
2018-05-01T00:00:00Z,36.4,-118.1,0,2604,-1,0,45.1,0.454,324.7,10.3,4.3,0
2020-05-02T00:00:00Z,38,-120.7,0,343,-2,0,25.5,0.516,392.7,18.8,22.7,0
2018-12-02T00:00:00Z,37.2,-120.8,1,27,1,0.43,89.7,0.8,69.6,18.4,13.9,0
2017-09-20T00:00:00Z,38.1,-121.6,0,0,-1,0,30.5,0.074,291.5,27,23.2,0
2018-07-08T00:00:00Z,40.2,-120.7,0,2035,-4,0,12.9,0.235,447.6,26,21.7,0
2014-04-19T00:00:00Z,41.2,-121.8,0,1310,4,2.58,11.7,0.858,407.8,15.6,16.4,0
2014-04-24T00:00:00Z,40.6,-121.9,0,698,4,0,42.7,0.762,337,10.3,12.9,0
2021-05-03T00:00:00Z,41.8,-122.1,0,1464,2,0,39.4,0.89,454.9,18.7,10.7,0
2020-04-10T00:00:00Z,37.6,-121.3,0,47,-1,0,70,0.594,198.3,14.3,18,0
2020-04-01T00:00:00Z,40.9,-121.9,0,834,4,0,59.5,1.383,288.5,32.1,9.9,0
2021-06-16T00:00:00Z,41.3,-120.3,0,1889,-1,0,16,0.417,471.9,20.1,18.1,0
2019-12-14T00:00:00Z,41.3,-121.9,1,1184,4,0,98.7,1.407,2.5,26.3,5.2,0
2017-02-25T00:00:00Z,40,-120.3,0,2274,4,0,67.5,1.038,229,14.9,-9.3,0
2019-07-10T00:00:00Z,36,-119.2,0,100,-4,0,15.3,0,383,13.7,32.8,0
2016-05-19T00:00:00Z,39.1,-122.4,0,354,-4,0,19.9,0.132,399.7,16.6,30.6,0
2014-07-26T00:00:00Z,37.4,-119.6,0,1442,-4,0,18,0,429.7,8.9,25.4,0
2019-12-21T00:00:00Z,41.7,-121.4,1,1290,1,0,91.1,1.141,5.5,39.7,4.1,0
2014-04-27T00:00:00Z,40.5,-121.5,1,2558,4,2.77,88.3,1.134,5.2,19.6,-6.9,0
2017-05-01T00:00:00Z,36.6,-119.9,0,73,-3,0,17,0.035,378.4,13.8,27.4,0
2015-10-19T00:00:00Z,36.3,-120.9,0,416,-1,0,48.4,0.172,188.9,15,20.8,0
2020-12-21T00:00:00Z,41.7,-120.7,0,1528,-1,0.03,64.7,0.769,64.3,26.9,7.8,0
2016-01-20T00:00:00Z,36.8,-120,0,79,3,22.65,85.1,1.268,30.5,23.6,14.1,0
2016-03-16T00:00:00Z,39.4,-120.3,0,1929,4,0,45.2,1.146,336,15.1,6.3,0
2020-11-22T00:00:00Z,38.3,-122.2,0,443,-4,0,31.6,0.381,58.8,26.4,14.4,0
2018-04-08T00:00:00Z,38.1,-122.4,0,0,-4,11,64.7,-666,299.7,34.8,14.6,0
2015-04-05T00:00:00Z,39.2,-121,0,862,0,0,36.4,0.566,230.9,18.5,14,0
2017-07-19T00:00:00Z,38.7,-120.4,0,1707,-4,0,18.9,0.139,461.9,22.7,22.8,0
2019-11-24T00:00:00Z,38.9,-121.3,0,49,-4,0,50.2,0.095,101.9,7.8,16.8,0
2015-06-03T00:00:00Z,36.8,-118.3,0,1953,-4,0,25.1,0,394.6,8.2,17.9,0
2017-03-04T00:00:00Z,40.2,-119.3,0,1156,2,0,35.7,0.864,155.1,6.4,12.8,0
2020-05-23T00:00:00Z,37,-119.6,0,344,-3,0,26.2,0.526,393.3,10,23.7,0
2019-07-03T00:00:00Z,38.2,-121.1,0,25,0,0,25.1,0.109,422.6,11.2,29.2,0
2020-12-07T00:00:00Z,40.2,-120.6,1,1660,-4,0,71,0.724,93,16.2,8.4,0
2014-01-04T00:00:00Z,40,-120.2,0,1884,3,0,38.9,0.622,85.5,7.1,8.8,0
2014-09-19T00:00:00Z,38.1,-120.5,0,554,-4,0,45.7,0.053,278.7,13.6,28.7,0
2017-03-05T00:00:00Z,38.9,-122.2,1,484,4,0.7,84,0.974,215.6,27.3,13.9,0
2017-12-14T00:00:00Z,39.5,-120.7,0,1481,4,0,37.9,1.161,81.8,13.8,16.9,0
2017-08-18T00:00:00Z,41.5,-119.4,0,1668,-2,0,15.3,0.22,395.9,17.7,25.9,0
2018-09-10T00:00:00Z,37.4,-118.6,0,1463,-4,0,9,0.231,317.6,3.2,26.1,0
2018-09-10T00:00:00Z,36.2,-120.2,0,135,-4,6.8,10.2,0,312.4,12.7,36.3,0
2020-03-02T00:00:00Z,41.5,-119.8,0,1693,2,0.65,50.5,1.066,331.6,23.3,-2.8,0
2018-05-27T00:00:00Z,36.7,-119.4,0,171,-4,0,34.4,0.126,207.5,12.7,20.6,0
2017-02-05T00:00:00Z,36.1,-118.5,1,2112,4,0,82,1.007,36,15.4,2.4,0
2018-03-28T00:00:00Z,38.4,-122.1,0,775,-3,0,33.5,0.95,377.1,45.1,16.5,0
2018-09-04T00:00:00Z,41.9,-120.5,0,1434,-4,0,24.1,-666,352.3,12.6,26.6,0
2020-02-26T00:00:00Z,39.4,-122.6,0,736,-4,0,25,0.213,278.1,21,17.6,0
2015-12-27T00:00:00Z,39.2,-121.9,0,18,-2,0,36.3,0.789,92.5,28.5,8.6,0
2020-08-15T00:00:00Z,41.5,-121.9,0,1689,-4,0,20.4,0.295,416.5,10.6,27.1,0
2014-03-15T00:00:00Z,36.2,-120.3,0,287,-2,0,21.3,0.017,340.9,8.3,21.3,0
2014-03-11T00:00:00Z,38.2,-120.8,0,281,0,5.76,57.8,1.093,296.7,14.8,20.7,0
2016-09-07T00:00:00Z,41.8,-121.5,0,1261,-4,0,35.1,0.02,355.1,18.9,18.9,0
2019-01-27T00:00:00Z,36.6,-121.3,0,794,2,0,36.7,0.916,135.6,12.8,16,0
2014-02-17T00:00:00Z,38.1,-122.8,0,118,4,3.67,52.9,1.022,287.3,23.4,13.5,0
2016-09-27T00:00:00Z,36.7,-118.3,0,2476,-2,0,17.7,0,274.2,6.6,13.5,0
2016-06-07T00:00:00Z,40.5,-121.3,0,1995,3,0,34.2,0.805,334.2,14.4,22.3,0
2020-01-24T00:00:00Z,36.8,-121.2,1,602,2,0,73.4,0.864,108.3,11.2,14.1,0
2020-08-03T00:00:00Z,41.8,-121.8,0,1431,-4,0,16.8,0,433.3,13.9,29.2,0
2017-01-03T00:00:00Z,41.7,-119.5,1,1901,-2,8.87,86,0.494,0,27.9,-8.9,0
2015-03-18T00:00:00Z,38.8,-121.4,0,26,2,0.15,47.7,0.574,327.4,9.7,20.5,0
2017-04-06T00:00:00Z,37.6,-119.7,0,1355,4,0,30.1,0.983,352.9,9.5,15.7,0
2020-07-19T00:00:00Z,36.3,-121.2,0,92,-4,0,21.2,0,422.6,9.7,35.9,0
2021-09-14T00:00:00Z,37.3,-118.6,0,2292,-4,0,14.5,0.068,334.7,4.6,19,0
2016-07-11T00:00:00Z,41.6,-120.6,0,1499,-4,0.87,29.7,0.048,404,30.6,17.9,0
2018-09-17T00:00:00Z,36.5,-121.2,0,431,-4,0,41.7,0,41.6,22.2,22.9,0
2018-05-14T00:00:00Z,38.5,-120.9,0,225,2,2,43.7,0.505,398.4,10,21.5,0
2020-04-24T00:00:00Z,36.4,-118.3,0,3159,-4,0,39.8,0.012,432.6,9.8,6,0
2016-08-18T00:00:00Z,41.5,-121.9,0,1689,-4,0.41,17.1,0.248,345.1,20.9,26.4,0
2018-03-16T00:00:00Z,39.4,-120.9,1,1178,4,10.03,92.9,1.231,0,25,0.1,0
2021-03-23T00:00:00Z,40.7,-120.2,0,2172,0,0.51,71.3,0.694,202.5,28.6,-0.3,0
2021-07-21T00:00:00Z,39.1,-120.7,0,1051,-4,0,22.5,0.077,437.2,14.2,27.5,0
2016-08-28T00:00:00Z,37.5,-118.6,0,1724,-4,0,10.1,0,344.8,4.8,24.7,0
2018-04-07T00:00:00Z,40.4,-119.1,0,1352,-4,8.43,76.9,0,29.6,12.9,14.7,0
2021-06-01T00:00:00Z,40.5,-121.4,0,2168,4,0,20.2,1.066,447.6,13.6,22,0
2021-08-10T00:00:00Z,40.4,-122.1,0,211,-4,0,12.6,0,413,12.3,36.5,0
2020-10-07T00:00:00Z,41.2,-122.3,0,1070,-4,0,7.1,0.016,255.4,6.7,26.7,0
2021-04-03T00:00:00Z,36.6,-121.1,0,675,0,0,27.5,0.274,392.7,10,22.5,0
2014-08-27T00:00:00Z,40.8,-122.3,0,326,-4,0,14.9,0,376.7,7.5,34.4,0
2020-01-14T00:00:00Z,38.2,-122.6,1,65,1,0,72,1.021,23.5,22.8,10.4,0
2015-11-17T00:00:00Z,41.9,-122,0,1292,-4,0.17,66.9,0,41.6,19.9,1.9,0
2015-08-06T00:00:00Z,40.1,-119.4,0,1514,-4,0,21.9,0,416.4,15,26.3,0
2019-11-04T00:00:00Z,37.5,-120.7,0,56,-4,0,22.3,0,143.4,4.7,22.7,0
2014-10-08T00:00:00Z,38.9,-121.5,0,17,-4,0,17.7,0,198.4,8.9,33.1,0
2014-04-03T00:00:00Z,39.9,-122.3,0,122,3,2.95,43.7,1.08,396.9,12.7,14.1,0
2018-01-10T00:00:00Z,36.1,-120.9,1,319,1,63.63,77.9,0.924,16.8,30.4,15,0
2014-11-26T00:00:00Z,36.6,-119.3,0,132,-4,0,52.2,0.38,64,5.4,17,0
2016-12-16T00:00:00Z,39.8,-121.7,1,303,4,65.93,96.6,1.468,0.5,35.9,11.5,0
2018-01-10T00:00:00Z,41,-120.5,1,1613,-2,0,95.9,0.835,19.8,23.2,4,0
2018-03-04T00:00:00Z,41.3,-122,0,1167,4,0,85.9,0.913,161.5,13.6,-2.3,0
2018-12-20T00:00:00Z,38.6,-121.3,1,27,0,0,78.6,1.171,75.3,11.4,14.6,0
2014-07-06T00:00:00Z,41.4,-122.1,0,1867,-2,0,7,0.128,497.6,21.1,22.1,0
2016-07-18T00:00:00Z,39.7,-122.4,0,235,-4,0,25.4,0.005,409.5,14.9,33,0
2015-06-16T00:00:00Z,41.7,-119.2,0,1860,-3,0,15.9,0.29,349.6,13.7,23.1,0
2018-02-14T00:00:00Z,38.3,-121,0,58,-3,0,35.7,0.66,269,9.9,14.4,0
2016-05-09T00:00:00Z,36.4,-119.1,0,131,-1,0,50.2,0.29,139.6,6.5,19.9,0
2019-06-19T00:00:00Z,36.2,-120.8,0,620,-2,0,27.9,0.017,370.4,9.5,31.8,0
2018-03-25T00:00:00Z,36.2,-119.4,0,81,3,0.87,41.4,0.998,176.9,13.5,15,0
2016-11-17T00:00:00Z,39.7,-122,0,40,-3,0,38.3,0.552,111.5,23.7,16.9,0
2020-09-06T00:00:00Z,36.8,-119.4,0,158,-4,0,14.4,0,287.6,8,40.8,0
2017-03-04T00:00:00Z,37.1,-120.3,0,67,4,0,53.9,0.975,273.4,8.4,17.4,0
2017-03-19T00:00:00Z,37.4,-119,0,2467,-1,0,60.3,0.896,299.6,18.4,9.3,0
2017-06-07T00:00:00Z,40.5,-119.8,0,1180,-3,0,8.2,0.087,434.6,6.8,29,0
2020-12-05T00:00:00Z,38.7,-120.4,0,1707,-4,0,47.6,0.84,101.9,5.2,9.9,0
2020-01-25T00:00:00Z,39.3,-121.2,0,313,3,0.7,73.6,1.031,118.5,9,13,0
2019-01-26T00:00:00Z,37.3,-120.8,0,27,1,0,75.8,0.772,207.4,5.6,14.4,0
2018-10-02T00:00:00Z,38.1,-120.1,0,1481,-4,2.67,31.9,0.018,222.6,21.3,17.6,0
2017-01-19T00:00:00Z,39,-120.7,1,1046,4,41.4,94.2,1.154,4.4,25.1,9.4,0
2020-07-15T00:00:00Z,40.1,-121.3,0,1683,-4,0,24.6,0.281,454.3,10.2,25.1,0
2020-05-20T00:00:00Z,40,-122.3,0,117,-4,0.17,29.5,0,391.8,13,21,0
2021-04-25T00:00:00Z,38.3,-121.4,0,5,-4,1.25,42.8,0.003,272.7,23.9,20.9,0
2019-04-02T00:00:00Z,39.9,-121,0,1390,4,0,67.2,1.404,96.2,7.1,12,0
2015-11-08T00:00:00Z,37.2,-119,0,2921,-4,0,33.2,0.403,100.1,5.9,4.7,0
2018-10-15T00:00:00Z,41.1,-122.2,0,739,-4,0,21.6,0.69,221,25.2,22.8,0
2017-03-25T00:00:00Z,39.7,-120.7,1,2134,4,7.47,93.1,1.166,0,50.1,0.2,0
2018-07-11T00:00:00Z,40.8,-121.9,0,904,-4,0,13,0,459.7,13.4,30.3,0
2014-05-02T00:00:00Z,40.1,-121.7,0,979,4,0,19.1,0.9,384.7,11.8,23.2,0
2016-11-22T00:00:00Z,40.7,-119.8,0,1415,-3,0,57.6,0.309,6.7,14.8,5.7,0
2014-09-27T00:00:00Z,39.4,-122.5,0,340,-4,1.77,40.5,0.047,205,10.9,19.9,0
2016-06-14T00:00:00Z,40.4,-121.9,0,504,-2,0,22,0.235,441.3,15.2,28.8,0
2020-01-24T00:00:00Z,40.8,-121.8,1,1474,4,0,96.1,1.339,37.6,18.6,6.3,0
2017-09-09T00:00:00Z,39.3,-121.7,0,23,-3,1.5,30.8,0.037,274.8,10.2,31.1,0
2020-09-11T00:00:00Z,41,-120.2,0,1809,-4,0,7,0.181,340.3,18.8,22,0
2021-08-27T00:00:00Z,36.7,-120.9,0,433,-3,0,11.1,0.117,381.5,8.4,31.8,0
2015-09-04T00:00:00Z,41.4,-120.9,0,1334,-4,0.51,22.6,0.029,319,16.6,20.3,0
2014-04-14T00:00:00Z,38.4,-122.8,0,20,3,0,66.4,0.889,421.9,10.9,19.9,0
2014-04-02T00:00:00Z,41,-121.3,0,1013,4,8.83,67.4,1.296,73.4,9.8,2.8,0
2020-09-01T00:00:00Z,41.6,-120.9,0,1538,-4,0,19.6,0.091,358.7,20.4,23.8,0
2014-10-23T00:00:00Z,41.1,-119.7,0,1883,-4,0,37,0.084,100.9,20.3,10.8,0
2018-05-05T00:00:00Z,39.3,-122.4,0,455,-4,0.17,22.2,0,412.1,10.7,26.1,0
2014-12-28T00:00:00Z,39.7,-120.5,0,1650,2,0,52.5,1.186,17.4,11.2,1.6,0
2016-12-06T00:00:00Z,40.2,-121.3,1,1639,-1,0,69.8,1.03,82.7,21.8,3.4,0
2017-07-28T00:00:00Z,37.7,-119.8,0,1266,-4,0,19.7,0,424.1,9.1,27.4,0
2016-11-28T00:00:00Z,39.4,-122,0,28,1,2.5,57,0.877,57.3,20.9,11.4,0
2015-09-13T00:00:00Z,41.6,-120.5,0,1511,-4,0,12.8,0.077,269.1,6.2,29.8,0
2020-10-06T00:00:00Z,41.3,-122.2,0,1517,-4,0,13.3,0.047,252.5,5.8,23,0
2019-12-22T00:00:00Z,40.5,-120.5,0,1596,-4,0,48,0.436,11.8,22.9,7.2,0
2016-01-01T00:00:00Z,38.1,-120.3,1,832,4,0,70.4,1.244,14.5,6.6,5.2,0
2020-09-27T00:00:00Z,40.8,-119.5,0,1340,-4,0,28.4,0,241.9,16.3,24.8,0
2015-10-04T00:00:00Z,41.8,-120.6,0,1575,-4,0,48.1,0.173,174,26.8,18.2,0
2020-05-28T00:00:00Z,39.3,-121,0,828,-2,0.33,26.4,0.749,401.8,12.9,29.6,0
2016-04-22T00:00:00Z,38.9,-122.9,1,775,3,0.33,79.8,0.541,258.3,18.2,12.4,0
2016-07-14T00:00:00Z,40.8,-120.7,0,1615,1,0,12.2,0.221,469.3,13.7,25.9,0
2020-09-11T00:00:00Z,39,-120.6,0,1430,-4,0,27.2,0.012,331,14.7,22.3,0
2019-06-10T00:00:00Z,37.9,-118.9,0,2372,3,0,23.1,0.43,407.4,10.2,15.5,0
2016-11-13T00:00:00Z,37.4,-118.3,0,1515,-4,0,23.5,0,87.8,4.2,16.2,0
2021-05-09T00:00:00Z,39.2,-122.5,0,574,-4,0,13,0.013,430,34.3,24.3,0
2014-02-16T00:00:00Z,39.3,-121.6,0,25,-2,0,81.2,0.983,72.1,27.9,17.3,0
2021-06-28T00:00:00Z,41.2,-121.9,0,1532,-3,0,15.7,0.237,429.4,23.9,31.9,0
2019-04-22T00:00:00Z,39.2,-120.6,0,1176,4,0,32.6,1.353,417.7,11.4,14.9,0
2016-09-17T00:00:00Z,38,-121,0,47,-4,0,24.9,0.004,304.2,12.7,29.4,0
2018-11-14T00:00:00Z,40.5,-120.5,0,1596,-4,0,36.4,0,21.4,15.1,5.2,0
2015-01-12T00:00:00Z,38.7,-120.8,1,578,4,0,71.5,1.01,126.3,4.7,12.8,0
2017-06-27T00:00:00Z,39.7,-120.7,0,2134,-2,0,21.1,0.635,481.6,31.5,20.6,0
2020-10-03T00:00:00Z,41.6,-121.4,0,1422,-4,0,16,0,248.6,15.4,27.4,0
2014-12-08T00:00:00Z,38,-122.2,0,127,0,0,81.9,0.362,18.6,12.9,15.1,0
2019-06-11T00:00:00Z,39.1,-120.8,0,1172,0,2.4,16,0.663,419.3,10.2,26.2,0
2019-07-17T00:00:00Z,38.2,-121,0,50,-3,0,30.2,0.074,413.3,11.7,33.5,0
2015-01-07T00:00:00Z,36.4,-118.6,0,3345,-2,0,24.7,0.772,126.9,5.9,4.8,0
2018-09-23T00:00:00Z,40.1,-119.6,0,1165,-4,0,25,-666,247.8,6.9,26.3,0
2020-10-06T00:00:00Z,40.6,-120.6,0,1676,-4,0,10.2,0.266,245.2,8.9,23.7,0
2018-05-09T00:00:00Z,41.2,-121.4,0,1067,-3,0,30.1,0.532,391.8,10.4,22.8,0
2014-10-26T00:00:00Z,38.2,-120.9,0,122,-4,3.78,55.7,0.008,107.2,14.9,23.5,0
2015-07-03T00:00:00Z,41.3,-120.2,0,2806,-2,0.35,30.5,0.387,334.3,11.2,19,0
2018-06-07T00:00:00Z,37.1,-120.3,0,67,-4,0,24.9,0.08,408.5,22.8,30.8,0
2021-06-01T00:00:00Z,38,-121,0,47,-4,0,13.5,0.019,395.4,10.3,38,0
2017-10-19T00:00:00Z,39,-122.2,0,205,-4,0,15.2,0,193.9,10.4,27.1,0
2015-07-03T00:00:00Z,40.6,-120.9,0,2159,-4,0.32,31.2,0.306,305.7,16.4,26.2,0
2014-04-24T00:00:00Z,39.4,-122.3,0,72,-2,0,23.4,0.087,322.9,11.8,21.1,0
2016-01-22T00:00:00Z,41.3,-122.3,0,1112,0,0,73.9,1.172,47.4,13.9,6.8,0
2014-11-10T00:00:00Z,37.1,-120.6,0,31,-3,0,55.4,0.353,100.2,4.5,21.8,0
